Producto;Año;Mes;Valor en CIF
Castaña;2020;Enero;13.9
Castaña;2023;Febrero;20058.2
Castaña;2022;Febrero;18246.8
Castaña;2017;Abril;428.2
Castaña;2024;Mayo;190.7
Castaña;2023;Mayo;57202.0
Castaña;2014;Mayo;80727.4
Castaña;2018;Junio;584.3
Castaña;2017;Junio;28.6
Castaña;2024;Julio;134.7
Castaña;2014;Septiembre;2209.2
Castaña;2024;Octubre;149493.1
Castaña;2019;Octubre;1710.9
Castaña;2017;Octubre;4265.9
Castaña;2023;Noviembre;223.6
Castaña;2021;Noviembre;1195.3
